"Step","TARRv2-shift_s123 - agent_reward","TARRv2-shift_s123 - agent_reward__MIN","TARRv2-shift_s123 - agent_reward__MAX","TARRv2-isotanh_s123 - agent_reward","TARRv2-isotanh_s123 - agent_reward__MIN","TARRv2-isotanh_s123 - agent_reward__MAX","TARRv2-none_s123 - agent_reward","TARRv2-none_s123 - agent_reward__MIN","TARRv2-none_s123 - agent_reward__MAX","TARRv2-softmax_s123 - agent_reward","TARRv2-softmax_s123 - agent_reward__MIN","TARRv2-softmax_s123 - agent_reward__MAX","TAR2-softmax_s123 - agent_reward","TAR2-softmax_s123 - agent_reward__MIN","TAR2-softmax_s123 - agent_reward__MAX","spring-music-9 - agent_reward","spring-music-9 - agent_reward__MIN","spring-music-9 - agent_reward__MAX"
"82902","-668.313912278296","-668.313912278296","-668.313912278296","-333.04692807444076","-333.04692807444076","-333.04692807444076","-328.57849844616015","-328.57849844616015","-328.57849844616015","","","","","","","-290.0653836801787","-290.0653836801787","-290.0653836801787"
"83066","-618.5206805871054","-618.5206805871054","-618.5206805871054","-296.95044305895584","-296.95044305895584","-296.95044305895584","-305.66240131198947","-305.66240131198947","-305.66240131198947","","","","","","","-319.65702104875146","-319.65702104875146","-319.65702104875146"
"83148","-619.2846386552175","-619.2846386552175","-619.2846386552175","-300.4038643167928","-300.4038643167928","-300.4038643167928","-308.0661828421804","-308.0661828421804","-308.0661828421804","","","","","","","-305.6351906541086","-305.6351906541086","-305.6351906541086"
"83230","-648.0942248024699","-648.0942248024699","-648.0942248024699","-326.8139979725755","-326.8139979725755","-326.8139979725755","-322.05693038469667","-322.05693038469667","-322.05693038469667","","","","","","","-314.5542606953466","-314.5542606953466","-314.5542606953466"
"83312","-636.7797734261725","-636.7797734261725","-636.7797734261725","-337.7056697099399","-337.7056697099399","-337.7056697099399","-340.3084411534765","-340.3084411534765","-340.3084411534765","","","","","","","-325.29077829103767","-325.29077829103767","-325.29077829103767"
"83476","-706.743793844511","-706.743793844511","-706.743793844511","-323.5971152266215","-323.5971152266215","-323.5971152266215","-336.5039703444607","-336.5039703444607","-336.5039703444607","","","","","","","-317.26344714037697","-317.26344714037697","-317.26344714037697"
"83558","-624.644502664017","-624.644502664017","-624.644502664017","-321.786779282601","-321.786779282601","-321.786779282601","-324.74822641293395","-324.74822641293395","-324.74822641293395","","","","","","","-326.15211509304027","-326.15211509304027","-326.15211509304027"
"83640","-617.476173740844","-617.476173740844","-617.476173740844","-310.1286825413049","-310.1286825413049","-310.1286825413049","-314.04844300177064","-314.04844300177064","-314.04844300177064","","","","","","","-310.00626692338415","-310.00626692338415","-310.00626692338415"
"83722","-619.1810100240039","-619.1810100240039","-619.1810100240039","-324.6004974642986","-324.6004974642986","-324.6004974642986","-328.3546459928904","-328.3546459928904","-328.3546459928904","","","","","","","-321.2061655036247","-321.2061655036247","-321.2061655036247"
"83804","-580.3559199852521","-580.3559199852521","-580.3559199852521","-282.0276169841495","-282.0276169841495","-282.0276169841495","-292.2059090530008","-292.2059090530008","-292.2059090530008","","","","","","","-331.00701202423073","-331.00701202423073","-331.00701202423073"
"83968","-596.3201749303248","-596.3201749303248","-596.3201749303248","-323.30161447804943","-323.30161447804943","-323.30161447804943","-323.93688423966717","-323.93688423966717","-323.93688423966717","","","","","","","-299.17949080374154","-299.17949080374154","-299.17949080374154"
"84050","-666.6845592737174","-666.6845592737174","-666.6845592737174","-325.30224557737466","-325.30224557737466","-325.30224557737466","-327.3626547406418","-327.3626547406418","-327.3626547406418","","","","","","","-320.1006623552415","-320.1006623552415","-320.1006623552415"
"84132","-700.7016246388336","-700.7016246388336","-700.7016246388336","-356.05870129066125","-356.05870129066125","-356.05870129066125","-354.4414819637579","-354.4414819637579","-354.4414819637579","","","","","","","-318.14886258949343","-318.14886258949343","-318.14886258949343"
"84214","-730.3642491571577","-730.3642491571577","-730.3642491571577","-355.92612507383524","-355.92612507383524","-355.92612507383524","-364.4709379660298","-364.4709379660298","-364.4709379660298","","","","","","","-309.49671781091786","-309.49671781091786","-309.49671781091786"
"84378","-593.6604317610895","-593.6604317610895","-593.6604317610895","-326.7365668737572","-326.7365668737572","-326.7365668737572","-334.0705194061964","-334.0705194061964","-334.0705194061964","","","","","","","-287.8886157840328","-287.8886157840328","-287.8886157840328"
"84460","-634.4267988647559","-634.4267988647559","-634.4267988647559","-312.1297552776775","-312.1297552776775","-312.1297552776775","-319.48011827084827","-319.48011827084827","-319.48011827084827","","","","","","","-323.49095649648103","-323.49095649648103","-323.49095649648103"
"84542","-656.9454081312043","-656.9454081312043","-656.9454081312043","-316.6770979922197","-316.6770979922197","-316.6770979922197","-316.7166656565876","-316.7166656565876","-316.7166656565876","","","","","","","-302.5319650782123","-302.5319650782123","-302.5319650782123"
"84624","-579.5990767845228","-579.5990767845228","-579.5990767845228","-329.37423322107156","-329.37423322107156","-329.37423322107156","-326.9289601310308","-326.9289601310308","-326.9289601310308","","","","","","","-348.86604114957163","-348.86604114957163","-348.86604114957163"
"84706","-676.9716511430424","-676.9716511430424","-676.9716511430424","-339.5917723606045","-339.5917723606045","-339.5917723606045","-334.10912036900197","-334.10912036900197","-334.10912036900197","","","","","","","-309.11093679755345","-309.11093679755345","-309.11093679755345"
"84870","-634.6665292227672","-634.6665292227672","-634.6665292227672","-313.47961992309246","-313.47961992309246","-313.47961992309246","-324.0735963685373","-324.0735963685373","-324.0735963685373","","","","","","","-301.6348441901922","-301.6348441901922","-301.6348441901922"
"84952","-652.1653788214257","-652.1653788214257","-652.1653788214257","-327.3337778546053","-327.3337778546053","-327.3337778546053","-331.57775057453836","-331.57775057453836","-331.57775057453836","","","","","","","-319.1257877825512","-319.1257877825512","-319.1257877825512"
"85034","-601.904142511719","-601.904142511719","-601.904142511719","-331.4499240766079","-331.4499240766079","-331.4499240766079","-331.85591694701293","-331.85591694701293","-331.85591694701293","","","","","","","-313.73160079483023","-313.73160079483023","-313.73160079483023"
"85116","-583.6467033789721","-583.6467033789721","-583.6467033789721","-303.95350195454364","-303.95350195454364","-303.95350195454364","-301.47150352867686","-301.47150352867686","-301.47150352867686","","","","","","","-295.9816328767689","-295.9816328767689","-295.9816328767689"
"85280","-620.2443727471064","-620.2443727471064","-620.2443727471064","-355.78422347556176","-355.78422347556176","-355.78422347556176","-351.22570860483887","-351.22570860483887","-351.22570860483887","","","","","","","-342.13278900606167","-342.13278900606167","-342.13278900606167"
"85362","-605.0039869883362","-605.0039869883362","-605.0039869883362","-337.2509388262666","-337.2509388262666","-337.2509388262666","-326.70197607359876","-326.70197607359876","-326.70197607359876","","","","","","","-310.94851619039065","-310.94851619039065","-310.94851619039065"
"85444","-599.6514405844066","-599.6514405844066","-599.6514405844066","-309.3170635382329","-309.3170635382329","-309.3170635382329","-326.7823810405089","-326.7823810405089","-326.7823810405089","","","","","","","-309.4494817868145","-309.4494817868145","-309.4494817868145"
"85526","-612.5625522811205","-612.5625522811205","-612.5625522811205","-317.52941754348666","-317.52941754348666","-317.52941754348666","-318.9689241220221","-318.9689241220221","-318.9689241220221","","","","","","","-325.6774405012432","-325.6774405012432","-325.6774405012432"
"85608","-657.9722637524266","-657.9722637524266","-657.9722637524266","-298.0646720767934","-298.0646720767934","-298.0646720767934","-312.0902713561113","-312.0902713561113","-312.0902713561113","","","","","","","-338.39467000027054","-338.39467000027054","-338.39467000027054"
"85772","-592.4245846713728","-592.4245846713728","-592.4245846713728","-330.02182517981106","-330.02182517981106","-330.02182517981106","-328.6432915059353","-328.6432915059353","-328.6432915059353","","","","","","","-315.5534621945004","-315.5534621945004","-315.5534621945004"
"85854","-614.3890196604491","-614.3890196604491","-614.3890196604491","-304.6182340918572","-304.6182340918572","-304.6182340918572","-310.8000514325575","-310.8000514325575","-310.8000514325575","","","","","","","-352.95366194693145","-352.95366194693145","-352.95366194693145"
"85936","-629.5551419306254","-629.5551419306254","-629.5551419306254","-327.84511835136885","-327.84511835136885","-327.84511835136885","-333.1818354685788","-333.1818354685788","-333.1818354685788","","","","","","","-317.3872176681426","-317.3872176681426","-317.3872176681426"
"86018","-625.901453439716","-625.901453439716","-625.901453439716","-315.9715702884558","-315.9715702884558","-315.9715702884558","-322.0407641501907","-322.0407641501907","-322.0407641501907","","","","","","","-303.69440713143746","-303.69440713143746","-303.69440713143746"
"86100","-606.9417120074081","-606.9417120074081","-606.9417120074081","-305.3880667785862","-305.3880667785862","-305.3880667785862","-311.3955043597823","-311.3955043597823","-311.3955043597823","","","","","","","-306.97514175984463","-306.97514175984463","-306.97514175984463"
"86264","-641.3052269737054","-641.3052269737054","-641.3052269737054","-316.51628700296914","-316.51628700296914","-316.51628700296914","-317.7825120353239","-317.7825120353239","-317.7825120353239","","","","","","","-317.2035858638919","-317.2035858638919","-317.2035858638919"
"86346","-666.1216681397217","-666.1216681397217","-666.1216681397217","-329.99962864102895","-329.99962864102895","-329.99962864102895","-335.80043137086227","-335.80043137086227","-335.80043137086227","","","","","","","-305.6153469897966","-305.6153469897966","-305.6153469897966"
"86428","-634.1026277252093","-634.1026277252093","-634.1026277252093","-336.2944982789457","-336.2944982789457","-336.2944982789457","-334.89887661826515","-334.89887661826515","-334.89887661826515","","","","","","","-295.7504602556543","-295.7504602556543","-295.7504602556543"
"86510","-666.8235902695707","-666.8235902695707","-666.8235902695707","-322.61635884945923","-322.61635884945923","-322.61635884945923","-320.42623070508984","-320.42623070508984","-320.42623070508984","","","","","","","-319.8836423853573","-319.8836423853573","-319.8836423853573"
"86674","-593.0221996211684","-593.0221996211684","-593.0221996211684","-307.64327951880693","-307.64327951880693","-307.64327951880693","-305.97388268180583","-305.97388268180583","-305.97388268180583","","","","","","","-306.57168193417","-306.57168193417","-306.57168193417"
"86756","-630.4292288605362","-630.4292288605362","-630.4292288605362","-306.22733131397325","-306.22733131397325","-306.22733131397325","-310.3024718714168","-310.3024718714168","-310.3024718714168","","","","","","","-336.2946539793798","-336.2946539793798","-336.2946539793798"
"86838","-647.7960326643898","-647.7960326643898","-647.7960326643898","-304.62137862463084","-304.62137862463084","-304.62137862463084","-305.72971418159165","-305.72971418159165","-305.72971418159165","","","","","","","-318.19158386539874","-318.19158386539874","-318.19158386539874"
"86920","-626.8541177403312","-626.8541177403312","-626.8541177403312","-325.9246502313497","-325.9246502313497","-325.9246502313497","-321.39125141212253","-321.39125141212253","-321.39125141212253","","","","","","","-297.9141104770116","-297.9141104770116","-297.9141104770116"
"87002","-643.5575509033876","-643.5575509033876","-643.5575509033876","-338.1358532247289","-338.1358532247289","-338.1358532247289","-329.8207269333241","-329.8207269333241","-329.8207269333241","","","","","","","-311.8244106216353","-311.8244106216353","-311.8244106216353"
"87166","-595.967798995639","-595.967798995639","-595.967798995639","-291.7110465251093","-291.7110465251093","-291.7110465251093","-298.03667868574246","-298.03667868574246","-298.03667868574246","","","","","","","-309.781248195278","-309.781248195278","-309.781248195278"
"87248","-591.3988760377855","-591.3988760377855","-591.3988760377855","-303.8343935718498","-303.8343935718498","-303.8343935718498","-304.8162451144493","-304.8162451144493","-304.8162451144493","","","","","","","-282.0392697265842","-282.0392697265842","-282.0392697265842"
"87330","-639.2125700010961","-639.2125700010961","-639.2125700010961","-321.161977351788","-321.161977351788","-321.161977351788","-310.3024527334924","-310.3024527334924","-310.3024527334924","","","","","","","-307.50793130863707","-307.50793130863707","-307.50793130863707"
"87412","-626.0367572551575","-626.0367572551575","-626.0367572551575","-310.4012869407695","-310.4012869407695","-310.4012869407695","-306.1317329870754","-306.1317329870754","-306.1317329870754","","","","","","","-301.67505805914107","-301.67505805914107","-301.67505805914107"
"87576","-596.2482532919878","-596.2482532919878","-596.2482532919878","-291.4764575182511","-291.4764575182511","-291.4764575182511","-295.6945848770772","-295.6945848770772","-295.6945848770772","","","","","","","-284.49123037156477","-284.49123037156477","-284.49123037156477"
"87658","-665.4692486944309","-665.4692486944309","-665.4692486944309","-330.9484400056848","-330.9484400056848","-330.9484400056848","-329.28833656724214","-329.28833656724214","-329.28833656724214","","","","","","","-350.887083344629","-350.887083344629","-350.887083344629"
"87740","-626.7575856715436","-626.7575856715436","-626.7575856715436","-358.90058698061875","-358.90058698061875","-358.90058698061875","-347.5021268368325","-347.5021268368325","-347.5021268368325","","","","","","","-284.38340937746113","-284.38340937746113","-284.38340937746113"
"87822","-640.6826915137733","-640.6826915137733","-640.6826915137733","-293.9528337764962","-293.9528337764962","-293.9528337764962","-292.3801050505879","-292.3801050505879","-292.3801050505879","","","","","","","-305.7507002829424","-305.7507002829424","-305.7507002829424"
"87904","-694.9516719990597","-694.9516719990597","-694.9516719990597","-325.6836984434764","-325.6836984434764","-325.6836984434764","-328.64137906274533","-328.64137906274533","-328.64137906274533","","","","","","","-306.5802292170432","-306.5802292170432","-306.5802292170432"
"88068","-613.2911351367925","-613.2911351367925","-613.2911351367925","-301.71103875205534","-301.71103875205534","-301.71103875205534","-301.31246296387434","-301.31246296387434","-301.31246296387434","","","","","","","-312.0885941070388","-312.0885941070388","-312.0885941070388"
"88150","-684.0361949923748","-684.0361949923748","-684.0361949923748","-326.36780846118114","-326.36780846118114","-326.36780846118114","-326.69759858864575","-326.69759858864575","-326.69759858864575","","","","","","","-288.45208445912783","-288.45208445912783","-288.45208445912783"
"88232","-691.1665324583759","-691.1665324583759","-691.1665324583759","-366.26470981671946","-366.26470981671946","-366.26470981671946","-358.67532252254864","-358.67532252254864","-358.67532252254864","","","","","","","-317.8565504894227","-317.8565504894227","-317.8565504894227"
"88314","-607.4476598760206","-607.4476598760206","-607.4476598760206","-309.55153674392494","-309.55153674392494","-309.55153674392494","-304.7153634694182","-304.7153634694182","-304.7153634694182","","","","","","","-347.1983967075272","-347.1983967075272","-347.1983967075272"
"88478","-572.612565976046","-572.612565976046","-572.612565976046","-277.317493759205","-277.317493759205","-277.317493759205","-280.37474761220113","-280.37474761220113","-280.37474761220113","","","","","","","-313.02632988509004","-313.02632988509004","-313.02632988509004"
"88560","-590.0239170400426","-590.0239170400426","-590.0239170400426","-303.26654041175306","-303.26654041175306","-303.26654041175306","-304.85451950456667","-304.85451950456667","-304.85451950456667","","","","","","","-329.66270210134195","-329.66270210134195","-329.66270210134195"
"88642","-696.6473530526746","-696.6473530526746","-696.6473530526746","-343.10467660712214","-343.10467660712214","-343.10467660712214","-335.49000310171704","-335.49000310171704","-335.49000310171704","","","","","","","-296.71429593074953","-296.71429593074953","-296.71429593074953"
"88724","-661.6541940393146","-661.6541940393146","-661.6541940393146","-320.66229093225934","-320.66229093225934","-320.66229093225934","-313.6882798413971","-313.6882798413971","-313.6882798413971","","","","","","","-322.149930274735","-322.149930274735","-322.149930274735"
"88806","-647.6534996587372","-647.6534996587372","-647.6534996587372","-324.0500245021514","-324.0500245021514","-324.0500245021514","-316.4479379155562","-316.4479379155562","-316.4479379155562","","","","","","","-343.35095906117544","-343.35095906117544","-343.35095906117544"
"88970","-608.3412318017606","-608.3412318017606","-608.3412318017606","-323.36150223229254","-323.36150223229254","-323.36150223229254","-322.9753879739633","-322.9753879739633","-322.9753879739633","","","","","","","-325.4057684170517","-325.4057684170517","-325.4057684170517"
"89052","-596.8258789174718","-596.8258789174718","-596.8258789174718","-304.918548666105","-304.918548666105","-304.918548666105","-296.75483853634955","-296.75483853634955","-296.75483853634955","","","","","","","-269.93826817513036","-269.93826817513036","-269.93826817513036"
"89134","-671.9244372045499","-671.9244372045499","-671.9244372045499","-348.6215465372611","-348.6215465372611","-348.6215465372611","-339.99848615649694","-339.99848615649694","-339.99848615649694","","","","","","","-300.7873245613237","-300.7873245613237","-300.7873245613237"
"89216","-651.9942800598687","-651.9942800598687","-651.9942800598687","-338.4183533374346","-338.4183533374346","-338.4183533374346","-327.45380318751415","-327.45380318751415","-327.45380318751415","","","","","","","-325.28936316610987","-325.28936316610987","-325.28936316610987"
"89380","-706.1617255697294","-706.1617255697294","-706.1617255697294","-323.77295479352387","-323.77295479352387","-323.77295479352387","-321.36083828696746","-321.36083828696746","-321.36083828696746","","","","","","","-309.4018413352278","-309.4018413352278","-309.4018413352278"
"89462","-618.0415414756258","-618.0415414756258","-618.0415414756258","-337.6876437288068","-337.6876437288068","-337.6876437288068","-324.4896500950361","-324.4896500950361","-324.4896500950361","","","","","","","-321.2692159176449","-321.2692159176449","-321.2692159176449"
"89544","-637.2124386298202","-637.2124386298202","-637.2124386298202","-312.1137843439046","-312.1137843439046","-312.1137843439046","-310.3694363938137","-310.3694363938137","-310.3694363938137","","","","","","","-296.71450208773797","-296.71450208773797","-296.71450208773797"
"89626","-640.2481035269675","-640.2481035269675","-640.2481035269675","-298.5829811588759","-298.5829811588759","-298.5829811588759","-289.539254206425","-289.539254206425","-289.539254206425","","","","","","","-283.6322978332005","-283.6322978332005","-283.6322978332005"
"89708","-618.0606930636286","-618.0606930636286","-618.0606930636286","-310.376546741433","-310.376546741433","-310.376546741433","-309.07151368936957","-309.07151368936957","-309.07151368936957","","","","","","","-301.59384437429947","-301.59384437429947","-301.59384437429947"
"89872","-609.2442489147364","-609.2442489147364","-609.2442489147364","-317.8560616179843","-317.8560616179843","-317.8560616179843","-319.39215564653045","-319.39215564653045","-319.39215564653045","","","","","","","-316.67823908824346","-316.67823908824346","-316.67823908824346"
"89954","-572.5607108593987","-572.5607108593987","-572.5607108593987","-313.3741139257817","-313.3741139257817","-313.3741139257817","-300.02018278873953","-300.02018278873953","-300.02018278873953","","","","","","","-316.84914711952126","-316.84914711952126","-316.84914711952126"
"90036","-593.0695480870932","-593.0695480870932","-593.0695480870932","-325.8293492513973","-325.8293492513973","-325.8293492513973","-322.4190916652436","-322.4190916652436","-322.4190916652436","","","","","","","-317.2245286872063","-317.2245286872063","-317.2245286872063"
"90118","-591.6003098296663","-591.6003098296663","-591.6003098296663","-303.4965619135671","-303.4965619135671","-303.4965619135671","-300.2595881397103","-300.2595881397103","-300.2595881397103","","","","","","","-318.6905548433541","-318.6905548433541","-318.6905548433541"
"90200","-620.3963998942837","-620.3963998942837","-620.3963998942837","-307.37463556362934","-307.37463556362934","-307.37463556362934","-302.58436929129914","-302.58436929129914","-302.58436929129914","","","","","","","-281.82181153468326","-281.82181153468326","-281.82181153468326"
"90364","-606.069842519209","-606.069842519209","-606.069842519209","-289.0368060178615","-289.0368060178615","-289.0368060178615","-287.3457677520387","-287.3457677520387","-287.3457677520387","","","","","","","-339.24606190067965","-339.24606190067965","-339.24606190067965"
"90446","-608.6199935932036","-608.6199935932036","-608.6199935932036","-336.383179190253","-336.383179190253","-336.383179190253","-332.41318056116955","-332.41318056116955","-332.41318056116955","","","","","","","-314.1374640795767","-314.1374640795767","-314.1374640795767"
"90528","-651.7686649659373","-651.7686649659373","-651.7686649659373","-303.2854019836727","-303.2854019836727","-303.2854019836727","-299.03885670862905","-299.03885670862905","-299.03885670862905","","","","","","","-279.7078868050849","-279.7078868050849","-279.7078868050849"
"90610","-628.6851776820728","-628.6851776820728","-628.6851776820728","-300.3357897435272","-300.3357897435272","-300.3357897435272","-294.70990329756046","-294.70990329756046","-294.70990329756046","","","","","","","-295.4706228454496","-295.4706228454496","-295.4706228454496"
"90774","-634.6914422981238","-634.6914422981238","-634.6914422981238","-321.8140644972376","-321.8140644972376","-321.8140644972376","-312.86862795925896","-312.86862795925896","-312.86862795925896","","","","","","","-309.1633232856585","-309.1633232856585","-309.1633232856585"
"90856","-615.2980423438657","-615.2980423438657","-615.2980423438657","-323.8637760270677","-323.8637760270677","-323.8637760270677","-319.9354169264631","-319.9354169264631","-319.9354169264631","","","","","","","-302.67142505644097","-302.67142505644097","-302.67142505644097"
"90938","-582.1316848602861","-582.1316848602861","-582.1316848602861","-306.30302270403513","-306.30302270403513","-306.30302270403513","-300.800698244633","-300.800698244633","-300.800698244633","","","","","","","-278.9520817873712","-278.9520817873712","-278.9520817873712"
"91020","-597.1470816903181","-597.1470816903181","-597.1470816903181","-302.0716285698932","-302.0716285698932","-302.0716285698932","-305.1278834506764","-305.1278834506764","-305.1278834506764","","","","","","","-341.2838252918748","-341.2838252918748","-341.2838252918748"
"91102","-623.4253481686425","-623.4253481686425","-623.4253481686425","-328.10220658763507","-328.10220658763507","-328.10220658763507","-329.24889058074115","-329.24889058074115","-329.24889058074115","","","","","","","-308.4230671112157","-308.4230671112157","-308.4230671112157"
"91266","-626.833065792332","-626.833065792332","-626.833065792332","-348.10601543025166","-348.10601543025166","-348.10601543025166","-344.7198023834655","-344.7198023834655","-344.7198023834655","","","","","","","-318.34023833597354","-318.34023833597354","-318.34023833597354"
"91348","-571.1088562712735","-571.1088562712735","-571.1088562712735","-301.0964722364613","-301.0964722364613","-301.0964722364613","-297.8977865127973","-297.8977865127973","-297.8977865127973","","","","","","","-334.5827324511545","-334.5827324511545","-334.5827324511545"
"91430","-706.1075190248364","-706.1075190248364","-706.1075190248364","-358.93329185570525","-358.93329185570525","-358.93329185570525","-347.89968492665497","-347.89968492665497","-347.89968492665497","","","","","","","-306.58994588160857","-306.58994588160857","-306.58994588160857"
"91512","-588.8604156155238","-588.8604156155238","-588.8604156155238","-308.8612242278808","-308.8612242278808","-308.8612242278808","-304.54801899815715","-304.54801899815715","-304.54801899815715","","","","","","","-283.51330581146294","-283.51330581146294","-283.51330581146294"
"91676","-610.0264192148221","-610.0264192148221","-610.0264192148221","-297.75902639110836","-297.75902639110836","-297.75902639110836","-292.814761769762","-292.814761769762","-292.814761769762","","","","","","","-288.77536444643835","-288.77536444643835","-288.77536444643835"
"91758","-659.071611324427","-659.071611324427","-659.071611324427","-337.00203786430035","-337.00203786430035","-337.00203786430035","-322.0609474739976","-322.0609474739976","-322.0609474739976","","","","","","","-321.5102673586005","-321.5102673586005","-321.5102673586005"
"91840","-649.6944337122111","-649.6944337122111","-649.6944337122111","-341.94487342226273","-341.94487342226273","-341.94487342226273","-328.32531413962425","-328.32531413962425","-328.32531413962425","","","","","","","-329.759218072163","-329.759218072163","-329.759218072163"
"91922","-635.3370672708309","-635.3370672708309","-635.3370672708309","-296.0025680915347","-296.0025680915347","-296.0025680915347","-292.9203552940934","-292.9203552940934","-292.9203552940934","","","","","","","-301.7179033315821","-301.7179033315821","-301.7179033315821"
"92004","-578.8335998665715","-578.8335998665715","-578.8335998665715","-296.14105116178376","-296.14105116178376","-296.14105116178376","-285.3447582689135","-285.3447582689135","-285.3447582689135","","","","","","","-304.9427802298654","-304.9427802298654","-304.9427802298654"
"92168","-610.0761133077086","-610.0761133077086","-610.0761133077086","-333.2078223101738","-333.2078223101738","-333.2078223101738","-323.91586513014965","-323.91586513014965","-323.91586513014965","","","","","","","-272.0133033347477","-272.0133033347477","-272.0133033347477"
"92250","-622.5061857446761","-622.5061857446761","-622.5061857446761","-316.4661676042405","-316.4661676042405","-316.4661676042405","-307.4497594098139","-307.4497594098139","-307.4497594098139","","","","","","","-298.18155760930244","-298.18155760930244","-298.18155760930244"
"92332","-639.5874740766119","-639.5874740766119","-639.5874740766119","-299.17910525730895","-299.17910525730895","-299.17910525730895","-291.9929961816497","-291.9929961816497","-291.9929961816497","","","","","","","-319.0851016264132","-319.0851016264132","-319.0851016264132"
"92414","-644.0074963735003","-644.0074963735003","-644.0074963735003","-332.89015159173755","-332.89015159173755","-332.89015159173755","-316.5034397912658","-316.5034397912658","-316.5034397912658","","","","","","","-338.08964909308963","-338.08964909308963","-338.08964909308963"
"92578","-553.2325099882423","-553.2325099882423","-553.2325099882423","-286.3107152249094","-286.3107152249094","-286.3107152249094","-279.11643747233023","-279.11643747233023","-279.11643747233023","","","","","","","-276.52471345862705","-276.52471345862705","-276.52471345862705"
"92660","-609.9186416981763","-609.9186416981763","-609.9186416981763","-291.0758044814166","-291.0758044814166","-291.0758044814166","-290.55772098710264","-290.55772098710264","-290.55772098710264","","","","","","","-298.96371497319365","-298.96371497319365","-298.96371497319365"
"92742","-657.3826181210395","-657.3826181210395","-657.3826181210395","-324.6728046459304","-324.6728046459304","-324.6728046459304","-321.0264862994803","-321.0264862994803","-321.0264862994803","","","","","","","-301.74243739260197","-301.74243739260197","-301.74243739260197"
"92824","-614.8371331100135","-614.8371331100135","-614.8371331100135","-298.27299468741916","-298.27299468741916","-298.27299468741916","-294.20322387107166","-294.20322387107166","-294.20322387107166","","","","","","","-328.3077492727965","-328.3077492727965","-328.3077492727965"
"92906","-605.4545135292357","-605.4545135292357","-605.4545135292357","-330.98803617979735","-330.98803617979735","-330.98803617979735","-319.2287189992334","-319.2287189992334","-319.2287189992334","","","","","","","-299.7309189009945","-299.7309189009945","-299.7309189009945"
"93070","-591.1708411294484","-591.1708411294484","-591.1708411294484","-321.89035824372934","-321.89035824372934","-321.89035824372934","-307.2981174985969","-307.2981174985969","-307.2981174985969","","","","","","","-279.62030252579405","-279.62030252579405","-279.62030252579405"
"93152","-601.9886226434286","-601.9886226434286","-601.9886226434286","-311.3116316496056","-311.3116316496056","-311.3116316496056","-309.73291584734767","-309.73291584734767","-309.73291584734767","","","","","","","-309.07226786071425","-309.07226786071425","-309.07226786071425"
"93234","-627.3211059082455","-627.3211059082455","-627.3211059082455","-310.1402984334403","-310.1402984334403","-310.1402984334403","-302.3611659555134","-302.3611659555134","-302.3611659555134","","","","","","","-297.2144476671239","-297.2144476671239","-297.2144476671239"
"93316","-638.2974465068228","-638.2974465068228","-638.2974465068228","-313.2777709802158","-313.2777709802158","-313.2777709802158","-310.19277641428886","-310.19277641428886","-310.19277641428886","","","","","","","-275.59592217481736","-275.59592217481736","-275.59592217481736"
"93480","-624.2445733966571","-624.2445733966571","-624.2445733966571","-330.4760203863235","-330.4760203863235","-330.4760203863235","-318.1356818884718","-318.1356818884718","-318.1356818884718","","","","","","","-296.0609404307272","-296.0609404307272","-296.0609404307272"
"93562","-665.7074025266807","-665.7074025266807","-665.7074025266807","-325.8343431464124","-325.8343431464124","-325.8343431464124","-329.15478962609626","-329.15478962609626","-329.15478962609626","","","","","","","-311.38209012008383","-311.38209012008383","-311.38209012008383"
"93644","-613.7905847843591","-613.7905847843591","-613.7905847843591","-308.77415988933876","-308.77415988933876","-308.77415988933876","-299.75504464194995","-299.75504464194995","-299.75504464194995","","","","","","","-297.3781836607223","-297.3781836607223","-297.3781836607223"
"93726","-634.2745680703865","-634.2745680703865","-634.2745680703865","-311.6076311550753","-311.6076311550753","-311.6076311550753","-308.7055864148313","-308.7055864148313","-308.7055864148313","","","","","","","-338.8349605712989","-338.8349605712989","-338.8349605712989"
"93808","-599.285845456461","-599.285845456461","-599.285845456461","-313.85246975453754","-313.85246975453754","-313.85246975453754","-302.7776348164187","-302.7776348164187","-302.7776348164187","","","","","","","-308.24797884835954","-308.24797884835954","-308.24797884835954"
"93972","-603.6453204480181","-603.6453204480181","-603.6453204480181","-324.9036415627699","-324.9036415627699","-324.9036415627699","-319.739821883242","-319.739821883242","-319.739821883242","","","","","","","-344.3606594749805","-344.3606594749805","-344.3606594749805"
"94054","-609.478844280574","-609.478844280574","-609.478844280574","-296.80211981238824","-296.80211981238824","-296.80211981238824","-294.1834338159809","-294.1834338159809","-294.1834338159809","","","","","","","-296.8421512057436","-296.8421512057436","-296.8421512057436"
"94136","-585.8753034929073","-585.8753034929073","-585.8753034929073","-293.0414100214801","-293.0414100214801","-293.0414100214801","-283.10978540226375","-283.10978540226375","-283.10978540226375","","","","","","","-315.21839601176384","-315.21839601176384","-315.21839601176384"
"94218","-621.9880857123691","-621.9880857123691","-621.9880857123691","-321.87374230431726","-321.87374230431726","-321.87374230431726","-319.05235612153115","-319.05235612153115","-319.05235612153115","","","","","","","-330.15737922755545","-330.15737922755545","-330.15737922755545"
"94300","-635.1693704021345","-635.1693704021345","-635.1693704021345","-317.77270086390206","-317.77270086390206","-317.77270086390206","-312.8207023196051","-312.8207023196051","-312.8207023196051","","","","","","","-332.87672177901345","-332.87672177901345","-332.87672177901345"
