"Step","TARRv2-shift_s123 - agent_reward","TARRv2-shift_s123 - agent_reward__MIN","TARRv2-shift_s123 - agent_reward__MAX","TARRv2-isotanh_s123 - agent_reward","TARRv2-isotanh_s123 - agent_reward__MIN","TARRv2-isotanh_s123 - agent_reward__MAX","TARRv2-none_s123 - agent_reward","TARRv2-none_s123 - agent_reward__MIN","TARRv2-none_s123 - agent_reward__MAX","TARRv2-softmax_s123 - agent_reward","TARRv2-softmax_s123 - agent_reward__MIN","TARRv2-softmax_s123 - agent_reward__MAX","TAR2-softmax_s123 - agent_reward","TAR2-softmax_s123 - agent_reward__MIN","TAR2-softmax_s123 - agent_reward__MAX","spring-music-9 - agent_reward","spring-music-9 - agent_reward__MIN","spring-music-9 - agent_reward__MAX"
"26978","-669.5905076224965","-669.5905076224965","-669.5905076224965","-331.8208477981831","-331.8208477981831","-331.8208477981831","-318.7839636887401","-318.7839636887401","-318.7839636887401","","","","","","","-311.91948933536014","-311.91948933536014","-311.91948933536014"
"27060","-678.6502726289863","-678.6502726289863","-678.6502726289863","-369.3674759423313","-369.3674759423313","-369.3674759423313","-359.14349072224206","-359.14349072224206","-359.14349072224206","","","","","","","-284.4146248349151","-284.4146248349151","-284.4146248349151"
"27142","-691.999164320141","-691.999164320141","-691.999164320141","-328.10000232265475","-328.10000232265475","-328.10000232265475","-314.5724771307104","-314.5724771307104","-314.5724771307104","","","","","","","-317.56916476626515","-317.56916476626515","-317.56916476626515"
"27224","-643.0234443231839","-643.0234443231839","-643.0234443231839","-312.22286129315273","-312.22286129315273","-312.22286129315273","-292.48449121172865","-292.48449121172865","-292.48449121172865","","","","","","","-352.32701275084304","-352.32701275084304","-352.32701275084304"
"27306","-674.9150125145189","-674.9150125145189","-674.9150125145189","-350.9831319030742","-350.9831319030742","-350.9831319030742","-339.5180217321652","-339.5180217321652","-339.5180217321652","","","","","","","-320.070137429134","-320.070137429134","-320.070137429134"
"27470","-663.827227872895","-663.827227872895","-663.827227872895","-320.38614894594383","-320.38614894594383","-320.38614894594383","-323.93532753522675","-323.93532753522675","-323.93532753522675","","","","","","","-299.14883477190017","-299.14883477190017","-299.14883477190017"
"27552","-684.0702502240606","-684.0702502240606","-684.0702502240606","-323.0443450890728","-323.0443450890728","-323.0443450890728","-317.8497074714847","-317.8497074714847","-317.8497074714847","","","","","","","-328.2295272035701","-328.2295272035701","-328.2295272035701"
"27634","-710.4178403226242","-710.4178403226242","-710.4178403226242","-339.92280150523123","-339.92280150523123","-339.92280150523123","-332.53847678312815","-332.53847678312815","-332.53847678312815","","","","","","","-318.58772797339793","-318.58772797339793","-318.58772797339793"
"27716","-674.3341478266703","-674.3341478266703","-674.3341478266703","-321.63157339751774","-321.63157339751774","-321.63157339751774","-324.9827503746742","-324.9827503746742","-324.9827503746742","","","","","","","-299.2323188992523","-299.2323188992523","-299.2323188992523"
"27880","-681.6663928899251","-681.6663928899251","-681.6663928899251","-318.44563637346084","-318.44563637346084","-318.44563637346084","-305.14897731291694","-305.14897731291694","-305.14897731291694","","","","","","","-326.117995051002","-326.117995051002","-326.117995051002"
"27962","-656.2772287521386","-656.2772287521386","-656.2772287521386","-317.5128062349661","-317.5128062349661","-317.5128062349661","-316.9873681581241","-316.9873681581241","-316.9873681581241","","","","","","","-326.9375647604273","-326.9375647604273","-326.9375647604273"
"28044","-691.036983599838","-691.036983599838","-691.036983599838","-324.2245459566684","-324.2245459566684","-324.2245459566684","-316.92880011304555","-316.92880011304555","-316.92880011304555","","","","","","","-315.6621740037324","-315.6621740037324","-315.6621740037324"
"28126","-668.7077893808848","-668.7077893808848","-668.7077893808848","-320.2795955496529","-320.2795955496529","-320.2795955496529","-307.48236677351935","-307.48236677351935","-307.48236677351935","","","","","","","-311.3588754248209","-311.3588754248209","-311.3588754248209"
"28208","-703.1694949598693","-703.1694949598693","-703.1694949598693","-345.7988988525443","-345.7988988525443","-345.7988988525443","-348.1794372380393","-348.1794372380393","-348.1794372380393","","","","","","","-316.32940191401866","-316.32940191401866","-316.32940191401866"
"28372","-639.7926695728179","-639.7926695728179","-639.7926695728179","-316.4587745633687","-316.4587745633687","-316.4587745633687","-310.4405008138424","-310.4405008138424","-310.4405008138424","","","","","","","-326.8187743698252","-326.8187743698252","-326.8187743698252"
"28454","-666.2929597649897","-666.2929597649897","-666.2929597649897","-318.07457987415887","-318.07457987415887","-318.07457987415887","-307.53467277340815","-307.53467277340815","-307.53467277340815","","","","","","","-324.9594098637007","-324.9594098637007","-324.9594098637007"
"28536","-680.5665740409171","-680.5665740409171","-680.5665740409171","-325.74553951824356","-325.74553951824356","-325.74553951824356","-326.532544527088","-326.532544527088","-326.532544527088","","","","","","","-299.3507242954222","-299.3507242954222","-299.3507242954222"
"28618","-623.1535639089659","-623.1535639089659","-623.1535639089659","-319.6163378442735","-319.6163378442735","-319.6163378442735","-321.2122432852399","-321.2122432852399","-321.2122432852399","","","","","","","-302.10858712435186","-302.10858712435186","-302.10858712435186"
"28700","-661.9345103318908","-661.9345103318908","-661.9345103318908","-337.11225484704534","-337.11225484704534","-337.11225484704534","-331.97713982257505","-331.97713982257505","-331.97713982257505","","","","","","","-307.91299832499584","-307.91299832499584","-307.91299832499584"
"28864","-700.4839813887644","-700.4839813887644","-700.4839813887644","-299.89791780417335","-299.89791780417335","-299.89791780417335","-295.9950249790276","-295.9950249790276","-295.9950249790276","","","","","","","-326.55020014319734","-326.55020014319734","-326.55020014319734"
"28946","-662.0782858407932","-662.0782858407932","-662.0782858407932","-323.3623507400756","-323.3623507400756","-323.3623507400756","-324.27549149361823","-324.27549149361823","-324.27549149361823","","","","","","","-310.2379580905731","-310.2379580905731","-310.2379580905731"
"29028","-667.7803810582387","-667.7803810582387","-667.7803810582387","-323.37938041166603","-323.37938041166603","-323.37938041166603","-322.98426686407174","-322.98426686407174","-322.98426686407174","","","","","","","-300.9695900380603","-300.9695900380603","-300.9695900380603"
"29110","-659.1620054477621","-659.1620054477621","-659.1620054477621","-319.93362581676445","-319.93362581676445","-319.93362581676445","-321.9016911726904","-321.9016911726904","-321.9016911726904","","","","","","","-286.58328720445735","-286.58328720445735","-286.58328720445735"
"29274","-671.0574505276504","-671.0574505276504","-671.0574505276504","-311.31025443305276","-311.31025443305276","-311.31025443305276","-314.5031903621982","-314.5031903621982","-314.5031903621982","","","","","","","-290.0406404227776","-290.0406404227776","-290.0406404227776"
"29356","-698.3054971943301","-698.3054971943301","-698.3054971943301","-325.74622939837815","-325.74622939837815","-325.74622939837815","-326.1319479982669","-326.1319479982669","-326.1319479982669","","","","","","","-335.5493765273566","-335.5493765273566","-335.5493765273566"
"29438","-643.7376449902126","-643.7376449902126","-643.7376449902126","-303.6415106668032","-303.6415106668032","-303.6415106668032","-309.2228940580285","-309.2228940580285","-309.2228940580285","","","","","","","-325.16519932235923","-325.16519932235923","-325.16519932235923"
"29520","-664.897703684014","-664.897703684014","-664.897703684014","-310.5089010993545","-310.5089010993545","-310.5089010993545","-314.9686671941927","-314.9686671941927","-314.9686671941927","","","","","","","-328.10931959759995","-328.10931959759995","-328.10931959759995"
"29602","-698.550596905562","-698.550596905562","-698.550596905562","-328.5300696711853","-328.5300696711853","-328.5300696711853","-333.452867609391","-333.452867609391","-333.452867609391","","","","","","","-305.174522116654","-305.174522116654","-305.174522116654"
"29766","-694.8732375375662","-694.8732375375662","-694.8732375375662","-329.18418301918166","-329.18418301918166","-329.18418301918166","-322.8700403706636","-322.8700403706636","-322.8700403706636","","","","","","","-307.15802962098275","-307.15802962098275","-307.15802962098275"
"29848","-722.5981019419858","-722.5981019419858","-722.5981019419858","-278.82606411804966","-278.82606411804966","-278.82606411804966","-274.98528845990404","-274.98528845990404","-274.98528845990404","","","","","","","-336.4075542576549","-336.4075542576549","-336.4075542576549"
"29930","-706.672214569622","-706.672214569622","-706.672214569622","-330.2116433969085","-330.2116433969085","-330.2116433969085","-325.99711038869935","-325.99711038869935","-325.99711038869935","","","","","","","-301.2344981492956","-301.2344981492956","-301.2344981492956"
"30012","-638.8703529957064","-638.8703529957064","-638.8703529957064","-309.5912768088299","-309.5912768088299","-309.5912768088299","-299.51211880890185","-299.51211880890185","-299.51211880890185","","","","","","","-294.62524440814366","-294.62524440814366","-294.62524440814366"
"30176","-699.2844978644083","-699.2844978644083","-699.2844978644083","-315.7516870119127","-315.7516870119127","-315.7516870119127","-317.867783007882","-317.867783007882","-317.867783007882","","","","","","","-341.94499053330037","-341.94499053330037","-341.94499053330037"
"30258","-672.3513389913318","-672.3513389913318","-672.3513389913318","-303.24996152928685","-303.24996152928685","-303.24996152928685","-296.4257378143057","-296.4257378143057","-296.4257378143057","","","","","","","-342.5842272816853","-342.5842272816853","-342.5842272816853"
"30340","-722.6291488908435","-722.6291488908435","-722.6291488908435","-327.06580392906454","-327.06580392906454","-327.06580392906454","-325.88140648103405","-325.88140648103405","-325.88140648103405","","","","","","","-301.52792973851535","-301.52792973851535","-301.52792973851535"
"30422","-684.9969581060764","-684.9969581060764","-684.9969581060764","-323.0165397124086","-323.0165397124086","-323.0165397124086","-328.9681066619676","-328.9681066619676","-328.9681066619676","","","","","","","-337.04784586367003","-337.04784586367003","-337.04784586367003"
"30504","-694.1291826041","-694.1291826041","-694.1291826041","-327.57859438908656","-327.57859438908656","-327.57859438908656","-326.140577355143","-326.140577355143","-326.140577355143","","","","","","","-303.3606962773497","-303.3606962773497","-303.3606962773497"
"30668","-695.9136113993824","-695.9136113993824","-695.9136113993824","-338.93732014653176","-338.93732014653176","-338.93732014653176","-342.8788593344311","-342.8788593344311","-342.8788593344311","","","","","","","-322.8710837999231","-322.8710837999231","-322.8710837999231"
"30750","-691.737872146124","-691.737872146124","-691.737872146124","-339.4684072514707","-339.4684072514707","-339.4684072514707","-333.33761943063035","-333.33761943063035","-333.33761943063035","","","","","","","-302.6582254947957","-302.6582254947957","-302.6582254947957"
"30832","-661.2363429634282","-661.2363429634282","-661.2363429634282","-335.6949010981949","-335.6949010981949","-335.6949010981949","-332.4616521924209","-332.4616521924209","-332.4616521924209","","","","","","","-313.93271467736645","-313.93271467736645","-313.93271467736645"
"30914","-729.0503988933258","-729.0503988933258","-729.0503988933258","-338.1944585796825","-338.1944585796825","-338.1944585796825","-343.6486909266772","-343.6486909266772","-343.6486909266772","","","","","","","-299.26216839622623","-299.26216839622623","-299.26216839622623"
"31078","-687.8941516991099","-687.8941516991099","-687.8941516991099","-323.1996491890057","-323.1996491890057","-323.1996491890057","-329.69584833205664","-329.69584833205664","-329.69584833205664","","","","","","","-305.26376731412836","-305.26376731412836","-305.26376731412836"
"31160","-681.3788804901772","-681.3788804901772","-681.3788804901772","-318.00569503905575","-318.00569503905575","-318.00569503905575","-321.46978512142215","-321.46978512142215","-321.46978512142215","","","","","","","-313.33815711375615","-313.33815711375615","-313.33815711375615"
"31242","-720.074940490983","-720.074940490983","-720.074940490983","-345.01719699475854","-345.01719699475854","-345.01719699475854","-344.08420467403107","-344.08420467403107","-344.08420467403107","","","","","","","-321.55116477912793","-321.55116477912793","-321.55116477912793"
"31324","-696.6909578433547","-696.6909578433547","-696.6909578433547","-341.96291774769867","-341.96291774769867","-341.96291774769867","-343.7273568076938","-343.7273568076938","-343.7273568076938","","","","","","","-302.3610040077076","-302.3610040077076","-302.3610040077076"
"31406","-736.9496775354756","-736.9496775354756","-736.9496775354756","-359.1084255036406","-359.1084255036406","-359.1084255036406","-363.0482673445425","-363.0482673445425","-363.0482673445425","","","","","","","-311.3500277997145","-311.3500277997145","-311.3500277997145"
